,description,preprocessed_description,index,tfidf_sum,tfidf_mean,emotions_sum,emotions_mean,text_length,capital_letters_count,numbers_count,question_marks_count,currency_signs_count,capital_words_count,possible_email,possible_address,non_polish_char_count,possible_phone_numbers,personal_info_keywords_count,inspiring_keywords_count,money_related_keywords_count,link,dodane-data,id,title,category-tree-item,user-profile-link,filters,pay_low,pay_high,pay_currency,pay_period,Lokalizacja,Wymiar pracy,Typ umowy,user-profile-link-hash
0,"Zatrudnię pracownika na stanowisko kurier.
Praca od poniedziałku do piątku
Pensja miesięczna 3300-4000
Mile widziane osoby z doświadczeniem 
Wymagania:
Sprawne poruszanie się autem dostawczym do 3.5t
Umiejętność pracy w zespole 
Wysoka kultura osobista i dobry kontakt z klientem.
I najważniejsze chęci do pracy ;)
SZUKAM PRACOWNIKA TYLKO I WYŁĄCZNIE NA STAŁE. 
Po więcej szczegółów proszę dzwonić pod wskazany nr. Tel",zatrudnić pracownik stanowisko kurier. praca poniedziałek piątek pensja miesięczny 3300-4000 mila widzieć osoba doświadczyć wymagania: sprawny poruszać auto dostawczy 3.5tona umiejętność praca zespół wysoki kultura osobisty dobry kontakt klientem. i ważny chęć praca ;) szukać pracownik tylka i wyłącznia nativus stałe. pojciec szczegół prosić dzwonić wskazany nr. telefon,0,6.123724356957945,0.14580296087995115,36.0,0.8372093023255814,418,49,10,0,0,8,,,19,,0,0,0,"https://www.olx.pl/oferta/praca/zatrudnie-kuriera-CID4-IDQxsAW.html?ad_reason_ad_id=687273692&ad_reason_recommended_items=793752122,822425197,835547179,834958399,834606048,776344217&ad_reason_recommended_items_scores=0.19594312,0.18453167,0.18157173,0.14714988,0.14099839,0.11136963&reason=ip%7Cjobs_rp3beta",2023-05-07, 776344217,Zatrudnię kuriera,"Strona główna/Praca/Dostawca, kurier miejski/Dostawca, kurier miejski - Lubelskie/Dostawca, kurier miejski - Zamość",https://www.olx.pl/oferty/uzytkownik/G59j/,Odpowiednie doświadczenie zawodowe,,,,,Zamość,Pełny etat,Umowa zlecenie,2144476802660032009
