,description,preprocessed_description,index,tfidf_sum,tfidf_mean,emotions_sum,emotions_mean,text_length,capital_letters_count,numbers_count,question_marks_count,currency_signs_count,capital_words_count,possible_email,possible_address,non_polish_char_count,possible_phone_numbers,personal_info_keywords_count,inspiring_keywords_count,money_related_keywords_count,link,dodane-data,id,title,category-tree-item,user-profile-link,filters,pay_low,pay_high,pay_currency,pay_period,Lokalizacja,Wymiar pracy,Typ umowy,user-profile-link-hash
0,"Poszukujemy osoby na pełen etat, w przedziale godzin 5:30-14 lub 14-23.Doświadczenie mile widziane.Stanowisko: kasjer-sprzedawcaLokalizacja: Włochy; ul. Wiktoryn 6A Oferujemy:-Umowa o pracę/zlecenie-Stawkę: 18 zł/h netto na start-Stałe i stabilne zatrudnienie-Elastyczny grafik-Możliwość podwyżki przy dłuższej współpracy-Premie uznaniowe Wymagania:-punktualność-orzeczenie do celów sanitarno- epidemiologicznych-zaangażowanie i chęć do pracy-podstawowa znajomość języka polskiego Główne obowiązki:-rozładunek dostaw-obsługa klienta-dbałość o zachowanie standardów sklepu-przygotowywanie posiłków na ciepło-wydawanie i przyjmowanie paczekOsoby zainteresowane proszę o wysłanie CV, bądź kontakt telefoniczny w celu ustalenia spotkania.","poszukiwać osoba pełny etat, przedział godzina 5:30-14 14-23.doświadczyć mila widziane.stanowisko: kasjer-sprzedawcalokalizacja: włochy; ul. wiktoryn 6ativus oferujemy:-umowy pracę/zlecenie-stawkę: 18 zł/godzina netto start-stały stabilny zatrudnienie-elastyczny grafik-możliwość podwyżka długi współpracy-premia uznaniowy wymagania:-punktualność-orzeczenie cel sanitarno- epidemiologicznych-zaangażowanie chęć pracy-podstawowy znajomość język polskie główny obowiązki:-rozładunek dostaw-obsługa klienta-dbałość zachowanie standard sklepu-przygotowywać posiłki ciepło-wydawanie przyjmować paczekosić zainteresowany prosić wysłanie cv, być kontakt telefoniczny cel ustalić spotkania.",0,8.518789083071638,0.1120893300404162,65.0,0.8441558441558441,734,19,12,0,1,2,,: Włochy; ul. Wiktoryn ,47,,0,1,0,"https://www.olx.pl/oferta/praca/pracownik-sklepu-zabka-ul-wiktoryn-warszawa-wlochy-CID4-IDUd21N.html?ad_reason_ad_id=665737285&ad_reason_recommended_items=743576615,707735338,759820540,613364019,831320087,830580879&ad_reason_recommended_items_scores=0.08542547,0.04475639,0.04461435,0.03899427,0.03650268,0.03532873&reason=ip%7Cjobs_rp3beta",2023-05-09, 830580879,Pracownik sklepu Żabka ul. Wiktoryn; Warszawa Włochy,"Strona główna/Praca/Pracownik sklepu/Kasjer, pracownik sklepu/Kasjer, pracownik sklepu - Mazowieckie/Kasjer, pracownik sklepu - Warszawa/Kasjer, pracownik sklepu - Włochy",https://www.olx.pl/oferty/uzytkownik/pPZMG/,Doświadczenie nie jest wymagane/Praca zmianowa/Praca w weekendy/Elastyczny czas pracy,,,,,"Warszawa, Włochy",Pełny etat,Umowa zlecenie,-8381486810657137559
