,description,preprocessed_description,index,tfidf_sum,tfidf_mean,emotions_sum,emotions_mean,text_length,capital_letters_count,numbers_count,question_marks_count,currency_signs_count,capital_words_count,possible_email,possible_address,non_polish_char_count,possible_phone_numbers,personal_info_keywords_count,inspiring_keywords_count,money_related_keywords_count,link,dodane-data,id,title,category-tree-item,user-profile-link,filters,pay_low,pay_high,pay_currency,pay_period,Lokalizacja,Wymiar pracy,Typ umowy,user-profile-link-hash
0,Poszukuję osób do pracy na stanowisko pomocnika spawacza oraz osoby do pracy na stanowisko pomocnika lakiernika. Nie wymagam doświadczenia. Proszę o kontakt telefoniczny 66*******59. Praca od zaraz. ,poszukiwać osoba praca stanowisko pomocnik spawacz osoba praca stanowisko pomocnik lakiernika. n wymagać doświadczenia. prosić kontakt telefoniczny 66*******59. praca zaraz.,0,3.358757210636101,0.23991122933115003,10.0,0.6666666666666666,199,4,4,0,0,0,,,15,,0,1,0,"https://www.olx.pl/oferta/praca/praca-jako-pomocnik-CID4-IDUtW9S.html?ad_reason_ad_id=822425197&ad_reason_recommended_items=687273692,835547179,793752122,834606048,834958399,823625424&ad_reason_recommended_items_scores=0.19229193,0.15800413,0.15448188,0.13705035,0.12039982,0.08668&reason=ip%7Cjobs_rp3beta",2023-05-16, 834606048,Praca jako pomocnik,Strona główna/Praca/Produkcja/Obsługa produkcji/Obsługa produkcji - Lubelskie/Obsługa produkcji - Zamość,https://www.olx.pl/oferty/uzytkownik/MNH3c/,Doświadczenie nie jest wymagane/Praca zmianowa,3000.0,5000.0,zł, mies. brutto,Zamość,Pełny etat,Inny,1049587882793208429
