,description,preprocessed_description,index,tfidf_sum,tfidf_mean,emotions_sum,emotions_mean,text_length,capital_letters_count,numbers_count,question_marks_count,currency_signs_count,capital_words_count,possible_email,possible_address,non_polish_char_count,possible_phone_numbers,personal_info_keywords_count,inspiring_keywords_count,money_related_keywords_count,link,dodane-data,id,title,category-tree-item,user-profile-link,filters,pay_low,pay_high,pay_currency,pay_period,Lokalizacja,Wymiar pracy,Typ umowy,user-profile-link-hash
0,"Piekarnia Grela zatrudni kierowcę do rozwożenia pieczywa. Wymagany kontakt osobisty w siedzibie firmy w Zamościu przy ul. Feliksa Wolskiego 17B w godz. 8.00-14.00 Nie rozpatrujemy CV wysyłanych mailem, nie odpowiadamy na sms-y.","piekarnia grelativus zatrudnić kierowca rozwozić pieczywa. wymagać kontakt osobisty siedziba firma zamościustawa ul. feliksa wolski 17były godz. 8.00-14.00 n rozpatrywać centyvus wysyłać mailem, odpowiadać sms-y.",0,4.724555912615339,0.19685649635897243,22.0,0.88,227,10,9,0,0,2,,ściu przy ul. Feliksa W,18,,0,0,0,"https://www.olx.pl/oferta/praca/kierowca-w-piekarni-CID4-IDTEOmx.html?ad_reason_ad_id=776344217&ad_reason_recommended_items=793752122,835547179,687273692,822425197,834958399,695533931&ad_reason_recommended_items_scores=0.13585402,0.13220074,0.13062427,0.09627698,0.07087398,0.06892143&reason=ip%7Cjobs_rp3beta",2023-05-13, 822425197,kierowca w piekarni,Strona główna/Praca/Kierowca/Kierowca - Lubelskie/Kierowca - Zamość,https://www.olx.pl/oferty/uzytkownik/4B5Nq/,Prawo jazdy: Kat. B/Odpowiednie doświadczenie zawodowe,,,,,Zamość,Pełny etat,Umowa o pracę,-6206396320020703981
